"","OTU","V1_rho","Domain","Phylum","Class","Order","Family","Genus"
"Otu01381","Otu01381",0.87681186350428,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellulaceae_unclassified"
"Otu01382","Otu01382",0.716484436959088,"Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Aquicella"
"Otu01416","Otu01416",0.703348575903298,"Bacteria","Desulfobacterota","Desulfuromonadia","PB19","PB19_fa","PB19_ge"
"Otu01423","Otu01423",0.861475538362774,"Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","uncultured"
"Otu01432","Otu01432",0.700623130205822,"Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","IMCC26256_fa","IMCC26256_ge"
"Otu01439","Otu01439",0.703902649375484,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae_unclassified"
"Otu01446","Otu01446",0.775253033314496,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured"
"Otu01484","Otu01484",0.700661325318382,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","uncultured"
"Otu01487","Otu01487",0.72859470282135,"Bacteria","Latescibacterota","Latescibacterota_cl","Latescibacterota_or","Latescibacterota_fa","Latescibacterota_ge"
"Otu01500","Otu01500",0.756123206114705,"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiales_unclassified","Polyangiales_unclassified"
"Otu01506","Otu01506",0.745935704452476,"Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","uncultured","uncultured_ge"
"Otu01507","Otu01507",0.705590687347009,"Bacteria","Planctomycetota","OM190","OM190_or","OM190_fa","OM190_ge"
"Otu01512","Otu01512",0.7363577362429,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellulaceae_unclassified"
"Otu01520","Otu01520",0.747918687209343,"Bacteria","Planctomycetota","OM190","OM190_or","OM190_fa","OM190_ge"
"Otu01545","Otu01545",0.717476758842193,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured"
"Otu01566","Otu01566",0.710413882744822,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula"
"Otu01585","Otu01585",0.720621950972707,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured_ge"
"Otu01588","Otu01588",0.801173303932418,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Lacunisphaera"
"Otu01591","Otu01591",0.712007843197291,"Bacteria","Bacteroidota","Rhodothermia","Rhodothermales","Rhodothermaceae","uncultured"
"Otu01620","Otu01620",0.823017562903563,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu01625","Otu01625",0.784208684229252,"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","CPla-3_termite_group","CPla-3_termite_group_ge"
"Otu01639","Otu01639",0.768775829264401,"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmataceae_unclassified"
"Otu01652","Otu01652",0.72617995062753,"Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","IMCC26256_fa","IMCC26256_ge"
"Otu01654","Otu01654",0.876183213963174,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","S-BQ2-57_soil_group","S-BQ2-57_soil_group_fa","S-BQ2-57_soil_group_ge"
"Otu01659","Otu01659",0.71735092162938,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured"
"Otu01667","Otu01667",0.819354915585083,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineae_unclassified","Anaerolineae_unclassified","Anaerolineae_unclassified"
"Otu01669","Otu01669",0.782361542939493,"Bacteria","Planctomycetota","Phycisphaerae","S-70","S-70_fa","S-70_ge"
"Otu01743","Otu01743",0.703879180596494,"Bacteria","Chloroflexi","KD4-96","KD4-96_or","KD4-96_fa","KD4-96_ge"
"Otu01764","Otu01764",0.820125744928349,"Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiia_unclassified","Acidimicrobiia_unclassified","Acidimicrobiia_unclassified"
"Otu01768","Otu01768",0.707531989034136,"Bacteria","Chloroflexi","Anaerolineae","1-20","1-20_fa","1-20_ge"
"Otu01772","Otu01772",0.728559611231282,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu01776","Otu01776",0.797336597388206,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured"
"Otu01837","Otu01837",0.746273198787741,"Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales","Rokubacteriales_fa","Rokubacteriales_ge"
"Otu01838","Otu01838",0.742044858636519,"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","WD2101_soil_group_ge"
"Otu01862","Otu01862",0.74731261110956,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_unclassified"
"Otu01906","Otu01906",0.819281674501321,"Bacteria","Chloroflexi","KD4-96","KD4-96_or","KD4-96_fa","KD4-96_ge"
"Otu01935","Otu01935",0.726876343763714,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured"
"Otu01954","Otu01954",0.711732692277546,"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured"
"Otu01970","Otu01970",0.704332658350536,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu01979","Otu01979",0.777604265680343,"Bacteria","Hydrogenedentes","Hydrogenedentia","Hydrogenedentiales","Hydrogenedensaceae","Hydrogenedensaceae_ge"
"Otu01980","Otu01980",0.706798171254476,"Bacteria","Hydrogenedentes","Hydrogenedentia","Hydrogenedentiales","Hydrogenedensaceae","Hydrogenedensaceae_ge"
"Otu02122","Otu02122",0.838209820749969,"Bacteria","Chloroflexi","KD4-96","KD4-96_or","KD4-96_fa","KD4-96_ge"
"Otu02132","Otu02132",0.761600037344819,"Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacteraceae_unclassified"
"Otu02140","Otu02140",0.703571436791178,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu02163","Otu02163",0.786565088515677,"Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","uncultured"
"Otu02167","Otu02167",0.781020262380667,"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"Otu02194","Otu02194",0.723354167048845,"Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","Fimbriimonadaceae_ge"
"Otu02213","Otu02213",0.787623399700707,"Bacteria","Sumerlaeota","Sumerlaeia","Sumerlaeales","Sumerlaeaceae","Sumerlaea"
"Otu02214","Otu02214",0.768446987409147,"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmataceae_unclassified"
"Otu02334","Otu02334",0.713223429540409,"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"Otu02340","Otu02340",0.727698035166213,"Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","SH-PL14"
"Otu02418","Otu02418",0.779776508227835,"Bacteria","Chloroflexi","KD4-96","KD4-96_or","KD4-96_fa","KD4-96_ge"
"Otu02419","Otu02419",0.710304475151365,"Bacteria","Myxococcota","Polyangia","mle1-27","mle1-27_fa","mle1-27_ge"
"Otu02438","Otu02438",0.70853598765542,"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","WD2101_soil_group_ge"
"Otu02474","Otu02474",0.726009192352374,"Bacteria","Hydrogenedentes","Hydrogenedentia","Hydrogenedentiales","Hydrogenedensaceae","Hydrogenedensaceae_ge"
"Otu02477","Otu02477",0.727965270363887,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu02547","Otu02547",0.759766603877441,"Bacteria","Acidobacteriota","Subgroup_22","Subgroup_22_or","Subgroup_22_fa","Subgroup_22_ge"
"Otu02598","Otu02598",0.709160149923297,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Lacunisphaera"
"Otu02622","Otu02622",0.733663128872629,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacterales_unclassified","Vicinamibacterales_unclassified"
"Otu02654","Otu02654",0.724897575799388,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_unclassified"
"Otu02666","Otu02666",0.766651799587653,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured"
"Otu02685","Otu02685",0.737948579919912,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu02690","Otu02690",0.742290229806297,"Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"Otu02725","Otu02725",0.700793611224575,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula"
"Otu02732","Otu02732",0.733821521437935,"Bacteria","Planctomycetota","OM190","OM190_or","OM190_fa","OM190_ge"
"Otu02734","Otu02734",0.784279755297381,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","SBR1031_fa","SBR1031_ge"
"Otu02759","Otu02759",0.822053727492907,"Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","BIrii41_ge"
"Otu02771","Otu02771",0.70668143596688,"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerae_unclassified","Phycisphaerae_unclassified","Phycisphaerae_unclassified"
"Otu02800","Otu02800",0.714066754668986,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured_ge"
"Otu02848","Otu02848",0.748671256400679,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_unclassified"
"Otu02889","Otu02889",0.722664602772437,"Bacteria","Patescibacteria","Gracilibacteria","Absconditabacteriales_","Absconditabacteriales_","Absconditabacteriales_"
"Otu02918","Otu02918",0.754529570328907,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu03001","Otu03001",0.73532724477911,"Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Aquicella"
"Otu03062","Otu03062",0.782731883408579,"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"Otu03119","Otu03119",0.714414025841988,"Bacteria","Hydrogenedentes","Hydrogenedentia","Hydrogenedentiales","Hydrogenedensaceae","Hydrogenedensaceae_ge"
"Otu03141","Otu03141",0.763018651157276,"Bacteria","Chloroflexi","KD4-96","KD4-96_or","KD4-96_fa","KD4-96_ge"
"Otu03183","Otu03183",0.770958579740984,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu03207","Otu03207",0.787735340254708,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu03282","Otu03282",0.752632331386304,"Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","BIrii41_ge"
"Otu03293","Otu03293",0.736717124249105,"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured"
"Otu03336","Otu03336",0.777620960323558,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured"
"Otu03579","Otu03579",0.717233005646534,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured"
"Otu03588","Otu03588",0.749333375349962,"Bacteria","Proteobacteria","Gammaproteobacteria","CCM19a","CCM19a_fa","CCM19a_ge"
"Otu03887","Otu03887",0.820658381151789,"Bacteria","Hydrogenedentes","Hydrogenedentia","Hydrogenedentiales","Hydrogenedensaceae","Hydrogenedensaceae_ge"
"Otu03923","Otu03923",0.80300152957357,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu04163","Otu04163",0.72408012650879,"Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","uncultured","uncultured_ge"
"Otu04251","Otu04251",0.706854952515223,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Amb-16S-1323","Amb-16S-1323_ge"
"Otu04405","Otu04405",0.707976262468844,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu04409","Otu04409",0.734703171481404,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured_ge"
"Otu04495","Otu04495",0.722384725317364,"Bacteria","Proteobacteria","Gammaproteobacteria","R7C24","R7C24_fa","R7C24_ge"
"Otu04814","Otu04814",0.754466043591863,"Bacteria","Desulfobacterota","Desulfuromonadia","PB19","PB19_fa","PB19_ge"
"Otu04843","Otu04843",0.720571100124681,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula"
"Otu05027","Otu05027",0.721966719093885,"Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","Caldilineaceae_unclassified"
"Otu05110","Otu05110",0.716672630496097,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu05578","Otu05578",0.722181649503853,"Bacteria","Acidobacteriota","Blastocatellia","DS-100","DS-100_fa","DS-100_ge"
